,score
74249,-3.0
74419,-3.0
74591,-1.0
74663,-2.0
74739,-1.0
74799,-14.0
74841,-2.0
74862,-2.0
74890,-3.0
74919,-2.0
74966,-3.0
75047,-2.0
75056,-1.0
75115,-2.0
75133,-1.0
75421,-1.0
75576,-1.0
75618,-4.0
75637,-2.0
75646,-1.0
75647,-2.0
75649,-1.0
76034,-1.0
76071,-2.0
76215,-3.0
76788,-2.0
76841,-1.0
76869,-4.0
76878,-3.0
77104,-2.0
77140,-2.0
77316,-1.0
77326,-1.0
77538,-3.0
77556,-2.0
77570,-1.0
77744,-2.0
77752,-1.0
77790,-4.0
77798,-2.0
77877,-4.0
77907,-4.0
77968,-1.0
78036,-3.0
78043,-2.0
78157,-7.0
78181,-3.0
78219,-4.0
78397,-4.0
78693,-1.0
78715,-1.0
78986,-3.0
79208,-1.0
79246,-3.0
79321,-4.0
79384,-1.0
79468,-1.0
79525,-1.0
79533,-1.0
79563,-3.0
79715,-3.0
79808,-2.0
79822,-1.0
79927,-4.0
80768,-1.0
80840,-1.0
81035,-1.0
81068,-1.0
81172,-1.0
81571,-2.0
81716,-3.0
81719,-3.0
82074,-2.0
82227,-1.0
82325,-1.0
82408,-3.0
82720,-2.0
82741,-2.0
82875,-2.0
82893,-1.0
83044,-2.0
83157,-1.0
83206,-2.0
83225,-1.0
83311,-2.0
83385,-1.0
83398,-2.0
83500,-1.0
83578,-2.0
83596,-1.0
83707,-2.0
84011,-3.0
84022,-2.0
84028,-1.0
84048,-3.0
84064,-2.0
84091,-1.0
84103,-4.0
84510,-2.0
84642,-3.0
84649,-1.0
84662,-2.0
84689,-3.0
84737,-4.0
84748,-4.0
84752,-3.0
84839,-2.0
84867,-2.0
84892,-8.0
85059,-1.0
85114,-2.0
85125,-1.0
85132,-3.0
85145,-2.0
85156,-1.0
85201,-3.0
85404,-3.0
85483,-3.0
85550,-1.0
85612,-3.0
85614,-1.0
85649,-1.0
85861,-1.0
85865,-3.0
85925,-2.0
85929,-2.0
85932,-1.0
85965,-2.0
85966,-2.0
85971,-4.0
85977,-1.0
85987,-4.0
86032,-1.0
86035,-2.0
86070,-2.0
86089,-1.0
86111,-1.0
86141,-1.0
86245,-2.0
86256,-1.0
86270,-1.0
86390,-1.0
86421,-3.0
86455,-1.0
86465,-1.0
86476,-1.0
86527,-3.0
86538,-3.0
86551,-1.0
86598,-1.0
86621,-5.0
86644,-3.0
86771,-2.0
86781,-8.0
86846,-2.0
87108,-2.0
87162,-10.0
87164,-9.0
87168,-3.0
87174,-3.0
87221,-1.0
87296,-1.0
87297,-1.0
87367,-1.0
87383,-5.0
87388,-1.0
87403,-3.0
87478,-4.0
87611,-2.0
87637,-6.0
87641,-6.0
87646,-2.0
87653,-2.0
87654,-1.0
87796,-1.0
87840,-1.0
87865,-3.0
87878,-1.0
87941,-1.0
87970,-3.0
87972,-1.0
87973,-1.0
87986,-1.0
88112,-1.0
88117,-4.0
88124,-2.0
88194,-2.0
88207,-1.0
88232,-1.0
88328,-6.0
88453,-1.0
88481,-2.0
88517,-1.0
88617,-1.0
88652,-1.0
88693,-6.0
88750,-2.0
88785,-2.0
88819,-2.0
88988,-3.0
89158,-1.0
89187,-2.0
89190,-1.0
89362,-3.0
89388,-2.0
89403,-3.0
89415,-6.0
89481,-2.0
89497,-1.0
89537,-1.0
89573,-1.0
89702,-3.0
89720,-3.0
89777,-1.0
89807,-1.0
89817,-2.0
89828,-2.0
89896,-1.0
89930,-1.0
90054,-2.0
90074,-1.0
90094,-1.0
90190,-1.0
90268,-2.0
90321,-2.0
90347,-1.0
90520,-3.0
90587,-2.0
90596,-2.0
90602,-1.0
90614,-1.0
90688,-1.0
90692,-3.0
90698,-7.0
90746,-1.0
90888,-1.0
90914,-5.0
91060,-1.0
91083,-1.0
91161,-1.0
91223,-1.0
91245,-2.0
91344,-2.0
91366,-2.0
91375,-1.0
91481,-1.0
91486,-1.0
91509,-7.0
91638,-1.0
91639,-2.0
91673,-2.0
91713,-2.0
91774,-1.0
91794,-6.0
92114,-5.0
92129,-3.0
92138,-1.0
92146,-3.0
92152,-4.0
92158,-3.0
92159,-1.0
92162,-4.0
92166,-2.0
92199,-5.0
92211,-1.0
92212,-2.0
92219,-2.0
92226,-3.0
92258,-1.0
92259,-5.0
92260,-5.0
92263,-3.0
92282,-2.0
92296,-1.0
92319,-3.0
92327,-3.0
92342,-4.0
92364,-2.0
92431,-4.0
92497,-2.0
92504,-2.0
92508,-4.0
92529,-2.0
92540,-2.0
92609,-6.0
92625,-1.0
92702,-2.0
