,score
46883,2.0
46902,2.0
46920,2.0
46929,2.0
46988,2.0
47182,2.0
47202,3.0
47244,2.0
47253,1.0
47261,1.0
47263,2.0
47265,3.0
47267,3.0
47285,1.0
47290,4.0
47318,2.0
47360,9.0
47388,3.0
47394,2.0
47419,2.0
47470,3.0
47474,2.0
47500,1.0
47533,7.0
47565,1.0
47588,2.0
47596,2.0
47617,1.0
47665,2.0
47670,3.0
47676,3.0
47698,1.0
47700,1.0
47705,1.0
47713,1.0
47721,2.0
47730,1.0
47749,1.0
47752,1.0
47771,1.0
47786,1.0
47805,3.0
47826,2.0
47838,1.0
47881,2.0
47907,2.0
47955,1.0
47972,1.0
47993,3.0
48037,2.0
48048,1.0
48077,2.0
48084,2.0
48102,1.0
48108,3.0
48115,1.0
48121,1.0
48183,1.0
48247,1.0
48257,2.0
48282,2.0
48298,1.0
48315,3.0
48384,1.0
48398,1.0
48465,1.0
48468,2.0
48487,6.0
48491,3.0
48506,2.0
48512,2.0
48520,2.0
48529,3.0
48638,1.0
48645,2.0
48657,9.0
48694,3.0
48702,1.0
48725,2.0
48746,2.0
48765,1.0
48831,1.0
48841,5.0
48863,4.0
48881,3.0
48890,2.0
48894,1.0
48902,4.0
48923,3.0
48955,1.0
48964,2.0
48969,2.0
48973,1.0
48981,2.0
48984,2.0
48993,2.0
48999,3.0
49006,1.0
49044,1.0
49045,2.0
49047,3.0
49049,1.0
49069,2.0
49078,1.0
49081,4.0
49087,6.0
49093,1.0
49095,3.0
49097,1.0
49106,1.0
49108,3.0
49116,2.0
49128,1.0
49129,1.0
49131,2.0
49132,4.0
49134,4.0
49135,1.0
49142,3.0
49143,1.0
49148,1.0
49149,3.0
49150,5.0
49155,2.0
49173,2.0
49177,1.0
49186,2.0
49188,5.0
49197,1.0
49199,5.0
49201,5.0
49205,3.0
49206,3.0
49207,2.0
49218,2.0
49225,5.0
49229,1.0
49232,3.0
49234,2.0
49239,3.0
49244,4.0
49247,2.0
49254,3.0
49257,1.0
49261,5.0
49263,4.0
49273,2.0
49279,3.0
49286,4.0
49292,2.0
49293,2.0
49294,2.0
49298,2.0
49302,1.0
49304,2.0
49311,4.0
49330,1.0
49333,1.0
49350,1.0
49353,2.0
49355,2.0
49356,2.0
49357,2.0
49359,1.0
49367,4.0
49383,1.0
49385,1.0
49392,3.0
49401,4.0
49403,2.0
49404,2.0
49405,2.0
49406,2.0
49414,2.0
49415,2.0
49416,2.0
49454,1.0
49455,2.0
49456,2.0
49457,2.0
49464,2.0
49466,1.0
49470,4.0
49473,2.0
49474,2.0
49475,2.0
49480,1.0
49482,1.0
49484,2.0
49485,6.0
49493,5.0
49494,3.0
49501,1.0
49503,1.0
49506,1.0
49513,5.0
49517,2.0
49519,4.0
49520,2.0
49521,3.0
49527,4.0
49531,1.0
49558,4.0
49560,3.0
49562,4.0
49563,1.0
49564,1.0
49565,4.0
49568,2.0
49575,2.0
49580,3.0
49588,2.0
49591,3.0
49603,2.0
49605,4.0
49609,10.0
49612,1.0
49617,1.0
49622,3.0
49624,4.0
49664,2.0
49668,2.0
49678,3.0
49685,4.0
49705,5.0
49707,2.0
49720,2.0
